smiles,tox
CC1=C(C=C(C=C1)C(=O)OCC(=O)C2=CC(=CC=C2)OC)O,0
CCC1=CC=C(C=C1)C(=O)N2CCC3=CC(=C(C=C3C2C4=CC=CC=C4Cl)OC)OC,0
CC1=CC=C(C=C1)NC2=C(C(=O)N(C2=O)C3=C(C=C(C=C3)Cl)C)C4=C(C=C(C=C4)C)C,0
CCCCCCCCCCCCCCCC(CCC)[N+]1=CNC=C1,0
CC(C)(C)CCC(C)(C1CCCNC1)O,0
CCC1=CC2=C(S1)N=CN(C2=O)N=CC3=CC(=C(C=C3)OCC4=CC=CC=C4)OC,0
C1=CC=C(C=C1)COC2=C(C=C(C=C2)C(=O)NC3=CC=CC=C3C#N)OCC4=CC=CC=C4,0
CC1CCN(CC1)CCCNC2CCC3=CC=CC=C23,0
CC1(CC(C2=C(C1)N(N=C2)CC3=CC=CC=C3)NC(=O)C4=NOC(=C4)C5CC5)C,0
CC1CC(C2=CC=CC=C2N1C(=O)CC3=C(OC(=N3)C4=CC=CS4)C)C(=O)N,0
CC1CCC2=C(C1)C=C(S2)C(=O)NNC(=O)C3=C(C(=C(N3)C)C(=O)C)C,0
CC(C)N1C=CN(C1=O)CCCCCC=C,0
CCC1=CC(=CC=C1)NC(=O)CNC(=O)CCC(C)N,0
CC1=CC=C(C=C1)C(=O)CN2C(=O)C=CC(=N2)C3=CC(=C(C=C3)C)S(=O)(=O)N4CCCC4,0
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N(CC2CCC(CC2)C(=O)O)CC3=CC=C(C=C3)Cl,0
CCCOC1=C(C=C(C=C1)C2=C(C(=O)N(C2C3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C)C4=CC=CC=C4)O)OC,0
C1CCSC(C1)C(=O)N(CC2=CC=CC=C2N)C3CC3,0
CC(C)N(CCNC(=O)CN1CCCC1=O)CCN(C)C[Si](C)(C)C,0
CC[NH+](CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3N=CC2=O,0
CC1CN(C2=C(N1C(=O)C)C=CC(=C2)C(CN)CNC3CC3)C(=O)OC4=CC=CC(=C4)C#N,0
CCCC1CCN(CC1OCC(C2CCCC2)(C3=CC=CC=C3)O)C(C)OC4=CC=CC=C4,0
CCC(C)(C(CC1=NC(=CS1)C)O)N(C)C,0
CC1=NC=C(S1)C(=O)NC(C2CCCCC2)C(=O)O,0
C1C2CS(=O)(=O)CC2N(C1=O)C3=NC4=C(S3)C=C(C=C4)OC5=CC=CC=C5,0
C1=CC(=C(C=C1N)SC(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O,0
CC12CCC3(O1)C(C2C(=O)N(C)CC=C)C(=O)N(C3C(=O)N(CCN4CCOCC4)CC=C)CCCCO,0
CC1CCSCCN1C(=O)NCC(C(C)(C)C)OC,0
COCCNC(=O)CN1CCC(CC1)N2C3=CC=CC=C3NC2=O,0
CC(C)(C)OC(=O)N1CC(=O)CC1C(C(CO)[Se]C2=CC=CC=C2)OCOCCOC,0
CCCN1C2=C(C=C(C=C2)Br)C(C1=O)NC(=O)C,0
CN1C(=NC=N1)CN(C)C2=NC(=NC=C2)CC3=CC=CC=C3,0
CC1=CC2=C(C3=CC=CC=C3C(=C2C=C1)N(C4=CC=CC=C4)C5=CC=CC=C5)N(C6=CC=CC=C6)C7=CC=CC=C7,0
C1CC2CCCN(C2C1)C3=NC(=CO3)CO,0
CCCCC(=O)NC1=CC2=C(C=C1)N=C(S2)N3CCN(CC3)C,0
CC(CC#N)NC1=NC2=C(O1)C=CC(=C2)F,0
CC(C(=O)OCCOC1=CC=C(C=C1)Cl)NC(=O)C2=CC=CC=C2Cl,0
CC1=NC(=NC=C1C(=O)NCC2=CC=CC=C2)C(C)C,0
CCNC(CN1CCOC(C1)C)C2=CC=C(C=C2)OC,0
CC1=C(C=CC(=C1)C(CCC2=CN(N=C2)C)N)F,0
CCN1CCN(CC1)C2=NC(=NC(=C2)C(=O)NCC(C)C)C,0
CN1CCC(CC1)NC2=CC(=NC=N2)NCCCN,0
CC(C(=CC1=CC(=C(C=C1F)F)F)C)O,0
CC(C)(C(=O)NC1=NC(=C(S1)CC2=CC=CC=C2)C3=CC=CC=C3)NS(=O)(=O)C4=CC=C(C=C4)OC,0
CC1=NC(=NO1)CCNC(=O)C2=CC=CC=C2CCN,0
CCCN1C=C(C=C1C(=O)NC2CCCC2C(=O)O)Br,0
CCC1=C(SC(=N1)CCNC(=O)N(C)C(CC)C2=CC=NC=C2)C,0
COC(=O)C1=CC(=CC(=C1)P(=O)(O)O)C(=O)OC,0
C1=CC(=CN=C1)I(=O)=O,0
CC(C)S(=O)(=O)C1=CC=C(C=C1)CC(=O)NCC#CCOC2=CC=CC3=C2N=CC=C3,0
CS(=O)(=O)NC1=C(C=C(C=C1)C2(CCCC2)C(=O)N)F,0
CC1CCC(CN1C2=C(C=C(C=C2)F)C(C)O)C(=O)N,0
CCCC[SiH](CCCC)O[SiH2]O[SiH3],0
CCC1=CC=CC=C1CNC(=O)C2=C(C(=CC=C2)OC)N,0
CN1C(C(N2C1=NC3=C(C2=O)NC=N3)O)O,0
CC(C)N1CC(=C(C1=O)O)C(=O)C2=CC=C(O2)CC3=C4C(=CC=C3)OCO4,0
C1CC(=CC=C1)COC(=O)N2CC3CC2CN3,0
COC(=O)C1=C(C=CS1)S(=O)(=O)N2CCC(C2)O,0
CC1=C(C=CC(=C1)NC2=NC=NC(=N2)C3=CC(=C(C=C3)OC4CCN(CC4F)C(=O)COC)C#N)C5CCN(CC5)C=O,0
C1CN(CCC12C3=CC=CC=C3C(=O)O2)C(=O)C4=CC=NC=C4,0
C1CC2COC(CN2C1)C(C3CC3)N,0
CCCC(C(=O)O)NC(=O)C1=C(C=C(C=C1)N(C)C)F,0
CN=C(NCC1=CN2C=CC=CC2=N1)N3CCC(C3)C4=CC=CC=C4,0
CCOC1=CC=C(C=C1)N2CC(NC(C2=O)C)C,0
COC(=O)C1=CC(=CC=C1)N2C=CC=C2,0
C1=CC=C(C=C1)CCOC2=C(C=CC(=N2)Cl)[N+](=O)[O-],0
C1CC2C(CC1O2)NCC3=CC=C(O3)CSC(F)F,0
CC1C(=O)NC2=C(O1)C=CC(=C2)CC(CO)N,0
CC(C1=CC(=C(C=C1)OC2CCCC2)OC)NC(=O)C3=CC=CC=C3COC,0
CC(CC1=NC=CS1)(C2=CC(=CN=C2)F)O,0
CCCCCCS(=O)(=O)NCC1=CC=CC=C1,0
CCCNC(=O)CN1CC(=O)NCC1C(=O)O,0
CC1=CC2=C(C(=C(N=C2C=C1)C)C(=O)C=CC3=CC(=C(C(=C3)OC)OC)OC)C4=CC=CC=C4,0
CC1=C(C=C(C=C1)Cl)NC2=C(C(=O)N(C2=O)C3=CC(=C(C=C3)F)F)C4=CC=CC=C4OC,0
CC(C)CNC1=C(N=C(O1)C2=CC=CC=C2F)C#N,0
C1=CC(=CC=C1CN(CC2=C(C=NC=C2)Cl)CC(=O)N)N,0
C1CN(CCC1C(=O)C2=CC3=C(C=C2)OCCO3)C(=O)C4(CC4)C5=CC(=CC=C5)F,0
B(C=CC(=C)C)(C=CC(=C)C)Cl,0
CCCCN(C)C(=O)C(CCC)(CCC)C(=NO)N,0
CC1CC2(CCN1)C(=NC(=O)N2C3=CC(=CC=C3)F)N4CCC4,0
CCN(CC)CCN1C(CN=C1N)C2CCOC2,0
CC1(C2=CC=CC=C2N(C1=CC=CC=CC=C(C#N)C3=[N+](C4=CC=CC=C4C3(C)C)CCC(=O)O)CCC(=O)O)C,0
CCNC(C)(CC(=O)N)C1=CC=C(C=C1)N(C)C,0
CN(CC1=C(C(=CC=C1)Cl)Cl)C(=O)CC2(CCCC2)N,0
C1C2C(CS1(=O)=O)N(C(=O)N2CC3=CC=CC=C3)C4=CC=CC=C4,0
CCCCOC1CCN(C1)C2CCCCC2OCCC3=CC(=C(C=C3)OC)OC,0
CC(C)(C)C(CNC(=NC)NCC1=CC(=C(C=C1)F)COC)OC.I,0
CCC1C(C=NC(=N1)OCC2=CC=C(C=C2)F)(C)F,0
CCC(C(=O)NC1=CC=CC=C1OC)N2C(=O)C3=C(C(=N2)C)SC4=CC=CC=C43,0
CCOC1=NC(=NC(=N1)OC2=C(C=CC(=C2)[N+](=O)[O-])C)Cl,0
CN1C=CN=C1C(C2CC2)NC(=O)C3=C(C(=NN3)N)C4=CC=CC=C4,0
CC1=C(C=C(C=C1)OCCCN2CCCC(C2)O)C,0
CC1C(=O)NC2=C(S1)C=CC(=C2)C(=O)NC3=CC(=C(C=C3)C)C(F)(F)F,0
CCNC(=NCCC(=O)N1CCCC1)NC2CCN(C2)C3=CC=CC=C3.I,0
CC(C)N1CC(CC1=O)C(=O)NC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N(C)CC4=CC=CC=C4,0
CC1=CC2=C(CC(S2)C(=O)NC3=CC(=C(C=C3)OC)Cl)C=C1,0
CCN1CCC(CC1)CCNC(=NC)NCCSC,0
C1CCN(C1)C2=NC(=NC3=C2N=C(C(=N3)NCC4=CC5=C(C=C4)N=CN5)Cl)N6CCNCC6,0
CCCC(C)(C(=O)NCC1=CC(=CC=C1)NC(=O)C2=CC(=CC=C2)F)N.Cl,0
C1=CC2=C(C=C1OCCCl)C(=O)C3=C(C2=O)C=CC(=C3)OCCCl,0
CC1(CCCC1C2=C(C=C(C=C2)OC)N3CCC(CC3)OC4=CC=C(C=C4)N5CC(CC5CC(=O)O)OC)C,0
CCOC1=C(C=C(C=C1)C2=NSC(=N2)NC(=O)C3=CC(=CC=C3)Cl)OC,0
C1=CON=C1CC(=O)NC2=C(C=C(C=N2)F)I,0
COC1=NN(C(=N1)C2=CC=C(C=C2)CO)C3=CC=C(C=C3)CO,0
C1C=C2C(CC3(C(=O)N(C(=O)C3(C2C4=CC=C(C=C4)OCCO)Cl)C5=C(C(=C(C(=C5F)F)F)F)F)Cl)C6C1C(=O)N(C6=O)CCCCCC(=O)O,0
COC1=CC=C(C=C1)C2=NN(C=C2C=C3C(=O)N(C(=O)S3)C4=CC(=C(C=C4)F)Cl)C5=CC=CC=C5,0
CCCCN(CC(=NO)N)C1CC1,0
CC1=CC=CC(=C1C)C(=O)NCC2=C(N=C3C(=C2C)C(=O)NN3C)C,0
CC1=C(SC(=C1C(C(=O)O)C(=O)O)C(=O)C)C,0
CC1=CC=CC=C1CN(C(C)C(=O)NC2CCCC2)C(=O)CN(C3=CC=CC(=C3)C(F)(F)F)S(=O)(=O)C,0
C1CC2(C1)CC(CCO2)NC(=NCC3CCS(=O)(=O)C3)NC4CC4,0
C1=CC2=C(C=CN2CC3=C(C=C(C=C3)Cl)C(F)(F)F)C=C1C=C4C(=O)N(C(=O)S4)CCON=C(N)N,0
CC(C)(C)OC(=O)NC1(CC1)CCNC(=O)C2=C(N(N=C2)C)N3C=CC=C3,0
C1CC1COC2=C(C=CC(=C2)C(=O)N=C3C(=CN(C=C3Cl)O)Cl)OC(F)F.C1CC1COC2=C(C=CC(=C2)C(=O)N=C3C(=CN(C=C3Cl)O)Cl)OC(F)F.O,0
CCN1C(=O)C(=CC2=CC(=CC(=C2O)[N+](=O)[O-])[N+](=O)[O-])SC1=O,0
CC1=C(C=CC(=C1C2=C(C=CC(=C2C)Br)O)O)Br,0
C1CC(C1)(CNC(=O)C2=CC=C(S2)Cl)O,0
CC(C)N1C(=O)C=CC(=N1)C2=CC3=C(CCNCC3)C=C2,0
COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCC3(CCCCC3C2C4=CC5=C(C=C4)OCO5)O,0
C1=CC=C(C=C1)CC2=CC=C(C=C2)C(=O)N(CC3=CC=CC=C3)C4=NC5=C(S4)C=C(C=C5)Br,0
CCCCNCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,0
C1CC2=C(C1NCCS(=O)(=O)N)C=CC(=C2)Br,0
CC1=CC=C(C=C1)CC2(CCN(CC2)C)N,0
CC1=NC2=[N+](C=CS2)C(=C1)C3=CC=CC=C3,0
COC1=CC(=CC(=C1)C(=O)N2CCC(CC2)C(=O)NC3=CC=C(C=C3)Cl)OC,0
CC(CC(=O)N1CC2CC1C(=O)O2)C(=O)N3CC(CC3C(=O)CC4(CC4C=C)C(=O)NS(=O)(=O)C5CC5)OC(=O)N6CC7=C(C6)C(=CC=C7)F,0
C1C=CC2COC=CC2=N1,0
CCOC(=O)CN1C2=CC=CC=C2C(C1=O)(CC(=O)C3=CC=CC=C3)O,0
C1COCCN1NC2=C(C=C(C=N2)[N+](=O)[O-])Cl,0
CCCC(C(=O)N(C)CC1=CC=C(C=C1)C(=O)N)N,0
CC(CN)CN(C)C(C)C1=CC=CS1,0
C1CS(=O)(=O)CCN1C(=O)C2=CC(=C(C=C2[N+](=O)[O-])F)F,0
COC1=C(C=C(C=C1)I)CC(=O)NC(C2CCCCC2)C(=O)NC(CC(=O)O)C(=O)CF,0
CCCCC(CC)CNC1=NC=NC=N1,0
CC1=C(C(=NN1)C)N(C(C)CC(=O)O)C(=O)N,0
C1CCC(=CC1)C(C2=C(C=C(C=C2)Br)Cl)O,0
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(C2=CC=C(C=C2)Cl)[NH+]3CCOCC3,0
CC(C1=CN=CN1C2(CCCC2)C)NC(=O)OC(C)(C)C,0
CC(=O)NC1=CC=CC(=C1CCN(C2=CN=CC=C2)C3=CN=CC=C3)C4=CC=CC=C4,0
CCCCCCCC(=O)NN1C(NC2=CC=CC=C2C1=O)C(C)C,0
CC1=CC(=C(C=C1)C2=CC=C(O2)C=C(C(=O)O)SC3=NNC(=N3)C4=CC=C(C=C4)Cl)[N+](=O)[O-],0
CCN(C1=NN=C(S1)C2=CC=C(C=C2)CN3CCC(CC3)C(=O)O)C(=O)C4=C(C(=CC=C4)Cl)F,0
CC(C)CSC1=C(C=C(C=C1F)C(=NO)N)F,0
COC1=C(C=C(C=C1)C2=C(C(=O)N(C2C3=CC=C(C=C3)F)C4=CC(=CC=C4)F)O)OC,0
CC1=CC(=NC(=N1)N2CCN(CC2)C(=O)NC3=C(C=C(C=C3)F)F)N4CCN(CC4)C,0
CC(C)N1CCC2=C(C1)C=CC(=C2)C(C)(C)N,0
C1=CNC(=C1)C2=NC(=C(N=C2C3=CC=CN3)C#N)C#N,0
C1CN(CC2=C1NC3=CC=CC=C23)C(=O)C4CC5=CC=CC=C5O4,0
CCOC1=C(C(=CC(=C1)C2=C(C(=O)N(C2C3=CC(=C(C=C3)OC)Cl)C4=CC5=C(C=C4)C=NN5)O)Cl)OCC,0
C1CCNC(C1)CCOC2=NC(=C(C=C2)C(F)(F)F)C3=C4C=CC=NC4=NN3,0
CCN1C=C(C=C1C(=O)NC(C)C2=C(SC(=C2)C)C)Br,0
C1=CC=C(C=C1)OC2=NC3=CC=CC=C3C=C2C(=N)N,0
CC1=CC(=C(C=C1)C(=O)C=CC2=CSC(=N2)N(C3=CC=CC=C3F)C(=O)C)C,0
CC(C1=CC(=CC=C1)Br)NC(C)C2=CC3=C(C=C2)OCO3,0
CN(C)C1=CC=CC=C1NCC2=C(C=C(C=C2F)C#N)F,0
CC1(C(=O)C2=CC=CC=C2C1=O)CC#CCN3CCOCC3.Cl,0
C1CCC(CC1)CN2CCN(CC2)C3=C(C=C(C=C3)C=NNC(=S)N)C(F)(F)F,0
CC(CNS(=O)(=O)C1=CC=CC=C1Cl)(C2=CC=CS2)O,0
CN1C2=C(CCC2)C(=N1)C3=CC=CC=C3,0
CC(C)CC(C(=O)N(C)C(N(C)C(=O)C(C)N)(N(C)C(=O)C(C(C)C)N)N(C(C(C(C)C)N)(C(=O)O)N(C)C(=O)C(C(C)C)N)N(C)C(=O)C(C)N)N.C(=O)(C(F)(F)F)O,0
CCCCCCCCCCCCCCCCCC(C(=O)C(C(=O)CCCCCCCC=CCCCC)(C1(C(=O)CCC1=O)O)O)O,0
CC(C(=O)N1CCCCCC1)OC(=O)CC2C(=O)NC3=CC=CC=C3S2,0
C1CN(CCN1C2=CC=CC=C2O)C(=O)N(C3=CC=CC=C3)C4=CC=CC=C4,0
C1CC2(CCCN(C2)CC3=C(SN=N3)Cl)CNC1,0
CC1=CC=C(S1)C(C)NC2=CC(=CC3=NC=NN23)C,0
CCNC(=O)NC(=O)C(C1=CC=CC=C1)OC(=O)C=CC2=CC=CC=C2F,0
C1=CC=C2C(=C1)N=C(S2)CCC(=O)OCC(=O)NC3=C(C=C(C=C3)Br)Cl,0
CSC(=NS(=O)(=O)C1=CC=C(C=C1)N)N2CCCCC2,0
CC1(CC2=C(C=C(S2)C3=CC=CC(=C3)C4=CC(=CC=C4)O)C5(C1)CCSC(=N5)N)C,0
CCNS(=O)(=O)CCNC1=NC(=NC=C1Br)NN,0
CCC(C)N(C(C)CC)C(=O)CSC1=NN=C(N1N)C2=CC=C(C=C2)C,0
COC1=C(C=C(C=C1)C2CCCN2C(=O)CCC3CCNC3)OC.Cl,0
C1=CC(=CN=C1)C2=CC=NN3C2=NN=C3CO,0
CC1=C(C(=CN1)C2=C(C(=CC=C2)Cl)[N+](=O)[O-])Cl,0
CC1=CC(=CC=C1)OCCNC(C)C(=O)NC2CCCC2,0
CCC(CC)NC(=S)NC1=CC=C(C=C1)C(=O)C,0
CCOC(=O)C1=CC(=CC=C1)N(C2=NC=C(N3C2=NC=N3)N4C=CC=N4)C(=O)OC(C)(C)C,0
CC1=C(C=C(C=C1)NC(=O)C(C(C)C)Br)O,0
C1C(C(CO1)N)C(=O)NC2=C(C(=CC=C2)Cl)N3C=CC=N3,0
CCNC(=NCC1(CCN(CC1)C)N2CCCCC2)NCC(C3=CC=CO3)N4CCCC4,0
CC1=CC(N(C2=C1C=C(C=C2)C(=C3C=CC4=[N+](C(C=C(C4=C3)C)(C)C)C)C5=CC=C(C=C5)N(C)C)C)(C)C,0
CCNCC1=C(C=CO1)C2=NC=CN2C,0
CCN(CC1CCCO1)C2CCCC(C2)(C(=O)O)N,0
CC1=C(OC2=C1C(=NNC(=S)N)CC(C2)(C)C)C(=O)NC3=CC(=C(C=C3Cl)Cl)Cl,0
CCCCCCCCCCCCCCC12CCN(CC1)CC2.C[NH3+].[Cl-],0
C1CC2=C(CC1NCC(C3=CC(=CC=C3)Cl)O)C=C(C=C2)OC4=NC=C(C(=C4)C(=O)O)Cl.Cl,0
COC1=C(C=C(C=C1)C=C2C(=O)N(C(=O)N2CCC(=O)OC)CCC(=O)OC)OC,0
COC1=CC=CC(=C1)C(C2=CC=CC=C2)C(C#N)C(=O)O,0
C1CC2=C(CNC1)C(=C(C=C2)[N+](=O)[O-])F,0
COCCN1C=NC2=C(C1=O)C3=NC4=CC=CC=C4N=C3N2N=CC5=CC=CC=N5,0
CC1=C(C=C(C=C1)NC(=O)C(CC2=CC=C(C=C2)C(=O)NCCC(=O)O)C3=CC=C(C=C3)C4=CCCCC4)Cl,0
CCC1(CCC1)CNC2=NC(=NC(=N2)N)OCC,0
C1CC2C(CC1NCC3=CC=C(O3)C4=CC=CC=C4)NC(=O)N2.Cl,0
CSC1=CC=CC(=C1)NC(=O)CSC2=NC=CN=C2SC3=CC=CC=C3,0
CC(=O)OC1=CC=C(S1)CCN2C(CCC2=O)C=CC(C(C3=CC=CC=C3)(F)F)O,0
CN(CCCOC)CC1=CC(=C(C(=C1)OC)O)OC,0
CC(C1=CC=CC=C1)N2C(=O)C(=CC3=CC(=C(C=C3)OC(=O)C4=CC=C(C=C4)C(C)(C)C)OC)SC2=S,0
CC(=O)NC1=CC=C(C=C1)NC(=O)CSC2=NC(=CS2)CC(=O)N3CCN(CC3)C(=O)C4=CC=CO4,0
C1=CC=C2C(=C1)C=CC=C2COC3=CC=C(C=C3)C4NC5=CC=CC=C5C(=O)N4,0
CN(CCCC1CCNCC1)CC2=CC(=CC=C2)Br,0
CC1=CN(C(=N)S1)CC2CCC2,0
CC1=CN=C(N=C1C(=C2NC(=CS2)C)C#N)Cl,0
CCC(CC)C(CNC(=NCC1=C(C(=CC=C1)OC)O)NCC)N2CCOCC2.I,0
CCNC1=NC(=NC(=C1I)CC(C)C)CC(F)(F)F,0
CC1=C(C=C(C=C1)N2C=NN=C2SCC(=O)NC3=CC=C(C=C3)C(C)C)C,0
CC1C(C2C1CC2C(C)C)C,0
CCOC(=O)CNC(=O)N(CC(=O)N(CCC1=CNC2=CC=CC=C21)CC3=CC=C(C=C3)C(F)(F)F)C4CC4,0
CC1=CC=C(O1)CNCC2CN(C2)C3=NN=C4CCCC4=C3,0
C1CC(OC1)CNC(=O)CSC2=NC(=O)N(C3=C2CCC3)CCCO,0
COC1=CC=C(C=C1)C=CC2=CC3=C(C=C2)NC4=NC=CC(=C34)C=CC5=CC=C(C=C5)OC,0
CCCOC1=CC=C(C=C1)OCC(=O)NC2=CC=C(C=C2)CC#N,0
C1CN(CC2=CC=CC=C21)C3=C(C(=O)N4C=CC=CC4=N3)C=C5C(=O)N(C(=S)S5)CCCC(=O)O,0
C1C(C1C(=O)OC2=CC=CC(=C2)C(=O)NCC(=O)N)C3=CC(=CC=C3)Br,0
CC1=CC(=C(O1)C)CNC(=NC)NCC(C)COCC2=CC=CC=C2.I,0
CC1(CCCO1)CNC2=C(N=NC(=N2)Cl)Cl,0
CC1=C(SC(=[N+]1CC2=CN=C(N=C2N)C)C(CO)(C(C(COP(=O)(O)O)O)O)O)CCOP(=O)(O)OP(=O)(O)O,0
C1=CC=C(C=C1)[AsH](C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)[AsH](C2=CC=CC=C2)C3=CC=CC=C3.C(#CC#N)C#N.[Pt],0
CC1=C(C=C(C=C1)C2=CSC=N2)NC(=O)C3=CC(=CN=C3)Br,0
B1(OC(C(O1)(C)C)(C)C)C(CCCOCC=C(C)C)C=C,0
CC1=C(C=C(C=C1)F)NC(=O)C2=CC(=C(C=C2)NC(=O)C(C)N3CCC(CC3)C(=O)NC(C(C)C)C(=O)NC4=CC(=C(C=C4)C(=O)NC5=CC=CC=C5C)Cl)C,0
CCOC(=O)C(=O)C1=C(C(=C(S1)NC(=O)C2=CC=C(C=C2)Cl)C(=O)C)C,0
CSCCC1C(=O)N(C(=O)N1)CC(=O)NC2=C(C=C(C=C2)F)Cl,0
CN1CCN(CC1)C(=O)C2(CC2)C(=O)NCCC3=CCCCC3,0
CC1=CN=C(N1CC2CCCN(C2)C(=O)C)C3=CN=CC=C3,0
C1CCC(CC1)CC(=O)NC2CCC(CC2)C(=O)N3CCC4CNCC4CC3,0
CC(C)(C)C1=CC(=CC(=C1)CC2CCCC2O)C(C)(C)C,0
COC1=CC=CC(=C1)C(C#N)N2CCN(CC2)C(=O)OC3=CC=CC=C3,0
CC1=CC(=NC(=C1)N(C)C)C,0
CCS(=O)(=O)C1=CC=CC=C1C(=O)NC2=NC3=C(S2)CN(CC3)C(=O)OC,0
CC1=CC(=C(C(=C1)CC2=C(C=CC3=C2C=C(C=C3)OCC(COC4=CC=CC=C4CC=C)O)OCC5CO5)OCC6CO6)CC7=C(C=CC8=C7C=C(C=C8)OCC9CO9)OCC1CO1,0
C1=CC2=C(C(=C1)C(CC3=C(C=C(C=C3)Br)Cl)O)N=CC=C2,0
CC1(C(N(C(=S)S1)C2=CC=CC=C2)[N+](=CC3=CN=CC=C3)[O-])C,0
CC#CCNC1=CC(=C(C=C1)OC(F)(F)F)Br,0
C1=CC(=CN=C1)C2=NC3=CC(=C(C=C3N2CCN)Cl)Cl,0
CC1CN(CCCO1)C(CN)C2=CN=CN2C,0
CC(C)C(C1=NC2=CC=CC=C2N1)NC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCN(CC4)C(=O)C,0
CCCCCCOC1=C(C=C(C=C1)CN2CCNC(=O)C2CC(=O)O)OC,0
CCC1=NN(C(=C1)CC2(CCCCC2=O)C(=O)OCC)C,0
